,Wind turbine ID,Terrain height [m],Nacelle height [m],Rotor diameter [m],Max power [MW],Price region,Installation date,Longitude,Latitude
1816,1493-V-002-001,60.87,100.0,90.0,2.0,SE3,1993-12-12,13.933900721473497,58.782773448463125
1817,1493-V-002-003,67.06,100.0,90.0,2.0,SE3,1993-12-12,13.940968100625481,58.77838779742661
1818,1486-V-005-009,163.91,105.0,90.0,2.0,SE3,1993-12-14,11.415684849121119,58.8914738068345
1819,2418-V-004-018,463.78,105.0,90.0,2.0,SE1,1993-12-15,18.82044834514237,65.11384782106971
1820,2418-V-004-020,474.85,105.0,90.0,2.0,SE1,1993-12-15,18.846175395997964,65.10757818918614
1821,2418-V-004-021,468.68,105.0,90.0,2.0,SE1,1993-12-15,18.853347469441253,65.10140232687188
1822,2418-V-004-022,456.73,105.0,90.0,2.0,SE1,1993-12-15,18.80241850733178,65.11561445828592
1823,2418-V-004-017,465.59,105.0,90.0,2.0,SE1,1993-12-15,18.806513727577254,65.11111217290832
1824,1486-V-005-010,178.18,105.0,90.0,2.0,SE3,1993-12-15,11.421150260174002,58.890348971462736
1825,2418-V-004-019,466.56,105.0,90.0,2.0,SE1,1993-12-15,18.83532951206209,65.11256385248026
1826,2418-V-004-016,461.1,105.0,90.0,2.0,SE1,1993-12-15,18.78662388078117,65.11446960227748
1827,2418-V-004-009,470.08,105.0,90.0,2.0,SE1,1993-12-15,18.710949921954704,65.11158221787943
1828,2418-V-004-014,499.12,105.0,90.0,2.0,SE1,1993-12-15,18.759821232039613,65.106895809486
1829,2418-V-004-007,470.5,105.0,90.0,2.0,SE1,1993-12-15,18.691911545723517,65.11591325449616
1830,2418-V-004-015,470.79,105.0,90.0,2.0,SE1,1993-12-15,18.7668890742619,65.11377875263999
1831,2418-V-004-008,468.03,105.0,90.0,2.0,SE1,1993-12-15,18.705188801502484,65.11749119065975
1832,2418-V-004-010,477.42,105.0,90.0,2.0,SE1,1993-12-15,18.719649075236788,65.11436052150523
1833,2418-V-004-005,487.91,105.0,90.0,2.0,SE1,1993-12-15,18.67201047264382,65.11570296494308
1834,2418-V-004-011,480.76,105.0,90.0,2.0,SE1,1993-12-15,18.727931495542045,65.11688843798197
1835,2418-V-004-006,479.99,105.0,90.0,2.0,SE1,1993-12-15,18.682786844855595,65.11247081495193
1836,2418-V-004-012,496.29,105.0,90.0,2.0,SE1,1993-12-15,18.739715105283278,65.11474534635714
1837,2418-V-004-013,509.32,105.0,90.0,2.0,SE1,1993-12-15,18.74867358071844,65.11105043670321
1838,2418-V-004-003,483.52,105.0,90.0,2.0,SE1,1993-12-15,18.67602354412782,65.10952477944224
1839,2418-V-004-002,479.51,105.0,90.0,2.0,SE1,1993-12-15,18.665376758765927,65.10373019348671
1840,2418-V-004-001,487.46,105.0,90.0,2.0,SE1,1993-12-15,18.657016289059843,65.10786722575244
1841,2418-V-004-004,489.18,105.0,90.0,2.0,SE1,1993-12-15,18.662404554109955,65.11248829291539
1842,1430-V-015-002,146.05,108.0,82.0,2.3,SE3,1993-12-19,11.596932873821894,58.5409510593859
1843,1430-V-015-006,120.83,108.0,82.0,2.3,SE3,1993-12-19,11.621876066124807,58.54275167185909
1844,1430-V-015-005,123.31,108.0,82.0,2.3,SE3,1993-12-19,11.607565600830442,58.5392641334973
1845,1430-V-015-003,122.94,108.0,82.0,2.3,SE3,1993-12-19,11.604648015110744,58.54294414712274
1846,1430-V-015-001,155.07,108.0,82.0,2.3,SE3,1993-12-19,11.589020759982036,58.54417460109303
1847,1430-V-015-004,149.14,108.0,82.0,2.3,SE3,1993-12-19,11.59037411106632,58.53909608885552
1848,1486-V-005-007,181.12,105.0,90.0,2.0,SE3,1993-12-20,11.425072083242203,58.88768901406762
1849,1486-V-005-008,149.14,105.0,90.0,2.0,SE3,1993-12-20,11.408061042555541,58.89113610305808
1850,1382-V-016-004,114.17,105.0,90.0,2.0,SE4,1993-12-21,12.768241171428956,56.969387498771276
1851,1470-V-052-001,91.93,105.0,90.0,2.0,SE3,1993-12-27,13.016665561942842,58.21515778663076
1852,1382-V-016-005,109.82,105.0,90.0,2.0,SE4,1993-12-28,12.7576742923871,56.96918051152053
1853,1430-V-016-002,138.27,108.0,82.0,2.3,SE3,1993-12-28,11.49786377412988,58.53760208512805
1854,1430-V-016-003,104.75,108.0,82.0,2.3,SE3,1993-12-28,11.499733943038436,58.54142847258196
1855,1430-V-016-004,131.36,108.0,82.0,2.3,SE3,1993-12-28,11.494863647032249,58.53390659555488
1856,1430-V-016-005,143.83,108.0,82.0,2.3,SE3,1993-12-28,11.48157691980099,58.53613172291781
1857,1430-V-016-006,145.17,108.0,82.0,2.3,SE3,1993-12-28,11.473512622138001,58.53615301243706
1858,1430-V-016-001,133.61,108.0,82.0,2.3,SE3,1993-12-28,11.488930672805758,58.53685454618501
1859,0880-V-025-002,49.72,90.0,104.0,2.5,SE4,1993-12-31,16.019788256187475,56.59115334277534
1860,2462-V-001-001,623.09,73.0,53.0,0.8,SE2,1993-12-31,17.399612193493656,64.74512701707222
1861,0483-V-008-003,59.7,1.0,1.0,0.08,SE3,1993-12-31,16.208652428764044,59.008774065279276
1862,0483-V-008-002,60.88,1.0,1.0,0.08,SE3,1993-12-31,16.20851897689423,59.00890599209311
1863,0483-V-008-001,60.13,1.0,1.0,0.08,SE3,1993-12-31,16.208340887863095,59.00908584760415
1864,0687-V-003-001,229.69,105.0,90.0,2.0,SE3,1993-12-31,14.826903328962034,57.997792963016465
1865,0687-V-003-002,236.83,105.0,90.0,2.0,SE3,1993-12-31,14.825059686947444,58.00151405025301
1866,0488-V-002-001,15.39,36.0,15.0,0.04,SE3,1993-12-31,17.4580555383022,58.91476533412891
1867,0483-V-008-011,49.34,1.0,1.0,0.08,SE3,1993-12-31,16.206849305829678,59.00852717588714
1868,0880-V-025-003,49.02,90.0,104.0,2.5,SE4,1993-12-31,16.01683647170319,56.58729946730314
1869,0880-V-025-004,48.38,90.0,104.0,2.5,SE4,1993-12-31,16.026285407467284,56.58861250683563
1870,0880-V-025-005,48.0,90.0,104.0,2.5,SE4,1993-12-31,16.024568174898985,56.58406246015266
1871,0483-V-008-004,57.99,1.0,1.0,0.08,SE3,1993-12-31,16.20880528000199,59.00853498679231
1872,0834-V-029-001,8.61,73.0,53.0,0.8,SE4,1993-12-31,16.045290595725742,56.43155638954192
1873,0834-V-011-001,11.78,74.0,52.0,0.85,SE4,1993-12-31,16.058892760522667,56.41735792450325
1874,0509-V-022-001,202.13,73.0,53.0,0.8,SE3,1993-12-31,14.58816209878208,58.139227791839716
1875,0687-V-007-001,188.65,30.0,29.0,0.27,SE3,1993-12-31,14.676353827889422,58.028392052669446
1876,0483-V-008-005,57.77,1.0,1.0,0.08,SE3,1993-12-31,16.20853105090936,59.00853521001602
1877,0483-V-008-006,56.26,1.0,1.0,0.08,SE3,1993-12-31,16.20823124926496,59.00852615069036
1878,0483-V-008-007,55.9,1.0,1.0,0.08,SE3,1993-12-31,16.2080013809165,59.00854014995139
1879,0483-V-008-008,55.29,1.0,1.0,0.08,SE3,1993-12-31,16.20774812096504,59.00854251119945
1880,0483-V-008-009,54.18,1.0,1.0,0.08,SE3,1993-12-31,16.207471469660497,59.00853323429655
1881,0483-V-008-010,52.64,1.0,1.0,0.08,SE3,1993-12-31,16.207217620590185,59.00852374432658
1882,2326-V-001-001,563.89,98.0,82.0,2.0,SE2,1993-12-31,14.269445642083168,62.9216468247199
1883,0980-V-057-001,35.52,105.0,90.0,2.0,SE3,1993-12-31,18.823402161613892,57.82703708405125
1884,1882-V-009-005,217.05,95.0,100.0,1.8,SE3,1993-12-31,15.020709992748813,58.75088128355714
1885,1470-V-051-002,92.17,109.0,82.0,2.0,SE3,1993-12-31,13.005332561664167,58.22373450975327
1886,1287-V-041-002,15.0,27.0,16.0,0.04,SE4,1993-12-31,13.095419062447416,55.4099922587687
1887,1382-V-016-003,131.09,105.0,90.0,2.0,SE4,1993-12-31,12.761140513654336,56.965664440175814
1888,1382-V-016-002,141.19,105.0,90.0,2.0,SE4,1993-12-31,12.751638709934017,56.9647924936544
1889,1382-V-016-001,147.77,105.0,90.0,2.0,SE4,1993-12-31,12.744096542113917,56.96290665819369
1890,0883-V-002-001,80.55,95.0,100.0,1.8,SE3,1993-12-31,16.37077422421557,57.839878150880146
1891,1263-V-015-003,12.72,78.0,82.0,2.0,SE4,1993-12-31,13.25290689085158,55.611767759607254
1892,1263-V-015-002,6.9,78.0,82.0,2.0,SE4,1993-12-31,13.247095525374423,55.612032984052796
1893,1470-V-051-001,91.55,109.0,82.0,2.0,SE3,1993-12-31,12.99866382181725,58.22321015624668
1894,1463-V-003-001,149.49,105.0,88.0,2.0,SE3,1993-12-31,12.861514033795789,57.53167657325491
1895,1287-V-041-001,15.29,27.0,16.0,0.04,SE4,1993-12-31,13.095681365350988,55.410312616589835
1896,1263-V-015-001,9.96,78.0,82.0,2.0,SE4,1993-12-31,13.241248685618425,55.61235098761984
1897,1882-V-009-002,208.82,95.0,100.0,1.8,SE3,1993-12-31,15.031743601568204,58.758258269875626
1898,1882-V-009-003,213.47,95.0,100.0,1.8,SE3,1993-12-31,15.030606687947001,58.75401942873438
1899,1882-V-009-004,209.25,95.0,100.0,1.8,SE3,1993-12-31,15.022826556282084,58.75374622218363
1900,1284-V-002-001,3.42,65.0,70.0,2.3,SE4,1993-12-31,12.686360572212914,56.20242922777073
1901,1439-V-009-001,98.42,38.0,14.0,0.04,SE3,1993-12-31,11.94604127351054,58.584635192629875
1902,1882-V-009-006,219.75,95.0,100.0,1.8,SE3,1993-12-31,15.027658368865064,58.750879980477286
1903,0883-V-002-006,83.68,95.0,100.0,1.8,SE3,1993-12-31,16.3514568498573,57.84838473880959
1904,0883-V-002-005,83.25,95.0,100.0,1.8,SE3,1993-12-31,16.359256244525017,57.846339740875855
1905,0883-V-002-004,85.75,95.0,100.0,1.8,SE3,1993-12-31,16.365703947712017,57.844057816417205
1906,0883-V-002-003,95.5,95.0,100.0,1.8,SE3,1993-12-31,16.357810541179887,57.84098567832602
1907,1882-V-009-001,215.19,95.0,100.0,1.8,SE3,1993-12-31,15.024717321702633,58.75723920867244
1908,1382-V-016-006,114.54,105.0,90.0,2.0,SE4,1993-12-31,12.749277059461429,56.96827957835747
1909,0883-V-002-002,84.91,95.0,100.0,1.8,SE3,1993-12-31,16.363054958860097,57.838251143343626
1910,1439-V-010-001,119.65,,,0.04,SE3,1993-12-31,11.978102358853793,58.59069081651545
1911,2182-V-004-001,65.82,16.0,11.0,0.01,SE2,1993-12-31,16.84401922924662,61.1625582804325
1912,1270-V-022-003,68.58,73.0,53.0,0.8,SE4,1993-12-31,13.892924591984977,55.57431180718667
1913,0861-V-054-001,45.7,119.0,112.0,3.0,SE4,1994-01-09,16.275226042596827,56.97194209634385
1914,0305-V-002-001,13.07,31.0,14.0,0.15,SE3,1994-01-22,17.53444665221411,59.64258328309392
1915,0860-V-007-001,95.98,,,0.04,SE4,1994-01-26,15.905526150954831,57.30030383363154
1916,1780-V-013-002,223.81,108.0,82.0,2.0,SE3,1994-01-31,13.893538039447355,59.63274674944009
1917,1780-V-013-001,225.63,108.0,82.0,2.0,SE3,1994-01-31,13.891114567385237,59.63509050514869
1918,2181-V-001-008,271.01,108.0,82.0,2.3,SE2,1994-02-08,16.578560001661888,60.79609742655016
1919,2181-V-001-001,257.52,108.0,82.0,2.3,SE3,1994-02-08,16.586388947559097,60.770879754119264
1920,2181-V-001-006,256.22,108.0,82.0,2.3,SE2,1994-02-08,16.583156330953532,60.78908014783812
1921,2181-V-001-007,263.22,108.0,82.0,2.3,SE2,1994-02-08,16.57933066929008,60.79187011348676
1922,2181-V-001-002,263.01,108.0,82.0,2.3,SE3,1994-02-08,16.590275678218763,60.77431450063229
1923,0980-V-062-001,38.18,105.0,90.0,2.0,SE3,1994-02-12,18.598674957856392,57.64644578984576
1924,2313-V-006-001,473.17,99.0,101.0,2.3,SE2,1994-02-21,14.998041742001956,63.59692429520788
1925,2313-V-006-002,482.23,99.0,101.0,2.3,SE2,1994-02-21,14.991776393997759,63.594727647035036
1926,2313-V-006-003,463.76,99.0,101.0,2.3,SE2,1994-02-21,14.992230755208979,63.59065538841047
1927,2313-V-006-004,469.2,99.0,101.0,2.3,SE2,1994-02-21,14.998708444786967,63.593008625697685
1928,2181-V-001-005,252.09,108.0,82.0,2.3,SE3,1994-02-28,16.58050438743888,60.78459293559696
1929,2181-V-001-003,243.13,108.0,82.0,2.3,SE3,1994-02-28,16.590950301549025,60.779867381278464
1930,2181-V-001-004,249.34,108.0,82.0,2.3,SE3,1994-02-28,16.595256254769755,60.78386617668978
1931,2418-V-008-005,433.43,100.0,100.0,2.5,SE1,1994-03-01,18.901027661235197,65.21416576280635
1932,2418-V-008-001,505.13,100.0,100.0,2.5,SE1,1994-03-01,18.92073815465779,65.21223758916202
1933,2280-V-001-002,134.28,100.0,100.0,2.5,SE2,1994-03-01,17.978070319750913,62.60674347302911
1934,2280-V-001-001,158.62,80.0,100.0,2.5,SE2,1994-03-01,17.9634215859979,62.60521004135172
1935,2418-V-008-002,487.88,100.0,100.0,2.5,SE1,1994-03-01,18.9227046755204,65.21709600579854
1936,2418-V-008-003,474.55,100.0,100.0,2.5,SE1,1994-03-01,18.912551028381227,65.21451971485082
1937,2418-V-008-004,483.9,100.0,100.0,2.5,SE1,1994-03-01,18.92995919347075,65.21406501369295
1938,1381-V-005-007,127.35,105.0,90.0,2.0,SE4,1994-03-01,13.374274551553826,56.53093396622389
1939,1381-V-005-006,142.75,105.0,90.0,2.0,SE4,1994-03-01,13.372025465093994,56.53507625740525
1940,2418-V-008-008,473.7,100.0,100.0,2.5,SE1,1994-03-01,18.912989699220997,65.21863345614436
1941,1381-V-005-003,134.54,105.0,90.0,2.0,SE4,1994-03-01,13.359090208668517,56.53371714464643
1942,2418-V-008-006,427.4,100.0,100.0,2.5,SE1,1994-03-01,18.895631138866946,65.21790793683347
1943,1381-V-005-004,141.24,105.0,90.0,2.0,SE4,1994-03-01,13.36049292024669,56.530115358932434
1944,1381-V-005-002,140.12,105.0,90.0,2.0,SE4,1994-03-01,13.355977312279931,56.537860148017394
1945,1381-V-005-010,134.13,105.0,90.0,2.0,SE4,1994-03-01,13.380624236544914,56.53383403686958
1946,1381-V-005-011,122.08,105.0,90.0,2.0,SE4,1994-03-01,13.385396325157975,56.52809676121727
1947,1381-V-005-005,138.73,105.0,90.0,2.0,SE4,1994-03-01,13.370534955141009,56.54031148959282
1948,1381-V-005-008,129.85,105.0,90.0,2.0,SE4,1994-03-01,13.378145685411043,56.542077509911735
1949,1381-V-005-001,124.97,105.0,90.0,2.0,SE4,1994-03-01,13.352512903516596,56.54214892545182
1950,2418-V-008-007,439.72,100.0,100.0,2.5,SE1,1994-03-01,18.90393124668359,65.22021258444194
1951,1384-V-005-001,113.83,100.0,90.0,2.0,SE3,1994-03-02,12.232101162698326,57.41620849690616
1952,1384-V-005-004,108.86,100.0,90.0,2.0,SE3,1994-03-02,12.241021102004826,57.42899117414713
1953,1384-V-005-002,115.07,100.0,90.0,2.0,SE3,1994-03-02,12.238893401518318,57.417332553453946
1954,1384-V-005-003,104.02,100.0,90.0,2.0,SE3,1994-03-02,12.245064302025053,57.42366216933251
1955,0767-V-010-001,111.89,,,0.05,SE4,1994-03-08,13.666891139980088,56.504769940651855
1956,1083-V-019-001,2.0,36.0,16.0,0.43,SE4,1994-04-01,14.67023444997155,55.99381243508015
1957,2401-V-003-038,215.91,108.0,82.0,2.3,SE2,1994-04-13,19.262374417408612,63.54788146795899
1958,1430-V-010-001,151.74,105.0,90.0,2.0,SE3,1994-04-13,11.733322406474908,58.52067741534007
1959,1430-V-010-002,179.36,105.0,90.0,2.0,SE3,1994-04-13,11.736798219012696,58.525610382640075
1960,1430-V-010-003,150.33,105.0,90.0,2.0,SE3,1994-04-13,11.738312318689584,58.51745188298358
1961,1430-V-035-002,122.25,108.0,82.0,2.3,SE3,1994-04-13,11.51464837758994,58.56729090567468
1962,1430-V-035-001,122.96,108.0,82.0,2.3,SE3,1994-04-13,11.50664443073014,58.56542837511304
1963,1495-V-007-004,74.66,86.0,71.0,2.0,SE3,1994-05-01,13.191192997977048,58.367357379032846
1964,1495-V-025-003,81.89,105.0,90.0,2.0,SE3,1994-05-01,13.231372129917657,58.35197630634399
1965,1495-V-031-001,88.15,105.0,90.0,2.0,SE3,1994-05-01,13.26822766363861,58.34058623375765
1966,1495-V-007-002,74.48,86.0,71.0,2.0,SE3,1994-05-01,13.190728888401603,58.37110019372323
1967,1495-V-007-001,75.15,86.0,71.0,2.0,SE3,1994-05-01,13.195920125736357,58.369224018776244
1968,1495-V-025-002,81.67,105.0,90.0,2.0,SE3,1994-05-01,13.237846168973924,58.349289709565554
1969,1495-V-031-002,89.26,105.0,90.0,2.0,SE3,1994-05-01,13.27594796637553,58.34061860894138
1970,1495-V-031-003,92.59,105.0,90.0,2.0,SE3,1994-05-01,13.2836678563273,58.34065949600615
1971,1270-V-050-001,72.16,,,0.04,SE4,1994-05-01,14.121373336683966,55.535008979163784
1972,1495-V-025-001,82.11,105.0,90.0,2.0,SE3,1994-05-01,13.239518601995044,58.353454100309904
1973,1495-V-007-003,74.62,86.0,71.0,2.0,SE3,1994-05-01,13.185859252009276,58.3690056764302
1974,2401-V-003-037,220.36,108.0,82.0,2.3,SE2,1994-05-07,19.268512770439774,63.54178200605555
1975,2401-V-003-018,216.11,108.0,82.0,2.3,SE2,1994-05-07,19.264016227535745,63.54503628085366
1976,0586-V-064-001,95.3,75.0,55.0,0.8,SE3,1994-05-10,15.031613847396603,58.371813163586744
1977,0586-V-064-002,94.66,75.0,55.0,0.8,SE3,1994-05-10,15.034845935234866,58.37427227547613
1978,0586-V-064-003,94.9,75.0,55.0,0.8,SE3,1994-05-10,15.030436717678837,58.37406691385126
1979,1491-V-001-002,341.22,105.0,90.0,2.0,SE3,1994-05-29,13.455388214120552,57.70722310518497
1980,1491-V-001-003,350.55,105.0,90.0,2.0,SE3,1994-05-29,13.467833611442167,57.71536097947499
1981,1491-V-001-001,351.64,105.0,90.0,2.0,SE3,1994-05-29,13.461421731101462,57.712965391545545
1982,1083-V-016-001,8.22,98.0,82.0,2.0,SE4,1994-05-31,14.669020585373076,56.029524492955055
1983,1494-V-025-002,75.37,65.0,58.0,0.85,SE3,1994-06-01,13.223684715977138,58.42300978792041
1984,2401-V-003-036,216.29,108.0,82.0,2.3,SE2,1994-06-01,19.241841464718913,63.55324078912362
1985,1861-V-001-001,143.14,105.0,90.0,2.0,SE3,1994-06-01,14.927366885245503,59.0077657007459
1986,1861-V-001-002,137.85,105.0,90.0,2.0,SE3,1994-06-01,14.92683687749849,59.01140256001899
1987,1494-V-025-001,74.87,65.0,58.0,0.85,SE3,1994-06-01,13.22032911336039,58.4240142923269
1988,1861-V-001-003,138.34,105.0,90.0,2.0,SE3,1994-06-01,14.922531417982828,59.013546428603476
1989,1083-V-018-002,1.77,98.0,82.0,2.0,SE4,1994-06-01,14.63672793599634,56.04859603311664
1990,1083-V-018-001,1.24,98.0,82.0,2.0,SE4,1994-06-01,14.630796827792892,56.04917278632717
1991,2401-V-003-021,225.53,108.0,82.0,2.3,SE2,1994-06-01,19.240222308372,63.543872729515265
1992,2401-V-003-023,229.66,108.0,82.0,2.3,SE2,1994-06-15,19.224105075499118,63.55088404919556
1993,2401-V-003-035,212.59,108.0,82.0,2.3,SE2,1994-06-21,19.247261706288683,63.556850988662184
1994,2401-V-003-028,224.76,108.0,82.0,2.3,SE2,1994-06-26,19.23875741674828,63.54741047603466
1995,2401-V-003-031,225.28,108.0,82.0,2.3,SE2,1994-06-27,19.231691852671315,63.551513723602326
1996,2401-V-003-032,219.24,108.0,82.0,2.3,SE2,1994-06-30,19.229667380708026,63.55566656582364
1997,0586-V-045-002,83.17,80.0,90.0,2.0,SE3,1994-06-30,15.211003881798883,58.44257092575708
1998,0586-V-045-001,88.67,80.0,90.0,2.0,SE3,1994-06-30,15.218117976855199,58.446187530914166
1999,1486-V-005-019,169.27,105.0,90.0,2.0,SE3,1994-07-01,11.423253948789101,58.90678515189646
2000,1486-V-005-013,150.67,105.0,90.0,2.0,SE3,1994-07-01,11.403484839406497,58.897399937223675
2001,1486-V-005-014,159.39,105.0,90.0,2.0,SE3,1994-07-01,11.411074656023922,58.89673916178323
2002,1290-V-092-001,11.26,95.0,90.0,2.0,SE4,1994-07-01,14.323787959531478,56.00562963985245
2003,0880-V-030-004,14.32,95.0,100.0,1.8,SE4,1994-07-01,16.14279430735774,56.607336794693666
2004,1486-V-005-015,156.51,105.0,90.0,2.0,SE3,1994-07-01,11.409465696486233,58.90102714508943
2005,1486-V-005-016,177.94,105.0,90.0,2.0,SE3,1994-07-01,11.417726285337075,58.89892839839268
2006,1486-V-005-017,167.95,105.0,90.0,2.0,SE3,1994-07-01,11.429952937422017,58.90601766401267
2007,1486-V-005-021,169.41,105.0,90.0,2.0,SE3,1994-07-01,11.418970302514671,58.88473333366624
2008,0880-V-030-003,17.61,95.0,100.0,1.8,SE4,1994-07-01,16.145986502260943,56.61053296253078
2009,1486-V-005-023,177.93,105.0,90.0,2.0,SE3,1994-07-01,11.419466366940211,58.90259022472046
2010,0880-V-030-002,15.23,95.0,100.0,1.8,SE4,1994-07-01,16.149923380943175,56.61355145932433
2011,0880-V-030-001,21.93,95.0,100.0,1.8,SE4,1994-07-01,16.15537193839522,56.61589093398394
2012,0880-V-030-005,14.79,95.0,100.0,1.8,SE4,1994-07-01,16.143461548833734,56.603539093435984
2013,1290-V-092-002,10.25,95.0,90.0,2.0,SE4,1994-07-01,14.329193570680818,56.00261354595819
2014,1486-V-005-022,186.8,105.0,90.0,2.0,SE3,1994-07-01,11.426115060447152,58.901461996326745
2015,1486-V-005-024,137.99,105.0,90.0,2.0,SE3,1994-07-01,11.39928992469217,58.89381325359546
2016,2401-V-003-029,216.01,108.0,82.0,2.3,SE2,1994-07-05,19.230741755245255,63.54465439342922
2017,2401-V-003-030,224.33,108.0,82.0,2.3,SE2,1994-07-06,19.2255895547199,63.546838650832385
2018,2401-V-003-033,223.13,108.0,82.0,2.3,SE2,1994-07-09,19.227847274032843,63.55776654673601
2019,2401-V-003-024,206.94,108.0,82.0,2.3,SE2,1994-07-11,19.236564835223028,63.56192010069276
2020,2401-V-003-034,212.79,108.0,82.0,2.3,SE2,1994-07-11,19.237874398820264,63.55837944670787
2021,1286-V-046-003,46.71,66.0,71.0,2.3,SE4,1994-07-13,13.842928793899324,55.483376706068405
2022,1286-V-046-002,51.18,66.0,71.0,2.3,SE4,1994-07-13,13.852594055889915,55.48339658374468
2023,1286-V-046-001,53.13,66.0,71.0,2.3,SE4,1994-07-13,13.847735443389132,55.484388069818834
2024,0885-V-027-004,16.82,78.0,82.0,2.0,SE4,1994-08-01,16.798799493629474,56.88291443159434
2025,0885-V-027-003,16.68,78.0,82.0,2.0,SE4,1994-08-01,16.798799398936307,56.88043579866374
2026,0880-V-028-001,15.05,95.0,100.0,1.8,SE4,1994-08-01,16.344797359840708,56.82819490869933
2027,0880-V-028-002,16.04,95.0,100.0,1.8,SE4,1994-08-01,16.33681513737141,56.82753626261104
2028,0880-V-028-003,20.33,95.0,100.0,1.8,SE4,1994-08-01,16.333694681849682,56.833337824765934
2029,0880-V-028-004,28.16,95.0,100.0,1.8,SE4,1994-08-01,16.327641458798283,56.83643018815538
2030,0885-V-027-005,17.38,78.0,82.0,2.0,SE4,1994-08-01,16.798799324252464,56.885384081996754
2031,0584-V-027-001,95.81,95.0,90.0,2.0,SE3,1994-08-01,14.725427662930773,58.39397818054561
2032,0885-V-027-001,15.8,78.0,82.0,2.0,SE4,1994-08-01,16.798799486983512,56.8754875115783
2033,0885-V-027-002,16.27,78.0,82.0,2.0,SE4,1994-08-01,16.79879957496563,56.87796614638866
2034,0880-V-028-005,20.12,95.0,100.0,1.8,SE4,1994-08-01,16.32186517668987,56.83950134932128
2035,0885-V-028-001,18.91,78.0,82.0,2.0,SE4,1994-08-17,16.715358392419898,56.78314699874996
2036,0483-V-002-001,65.0,75.0,54.0,0.9,SE3,1994-08-23,15.9587700243564,59.18661980558208
2037,1282-V-010-003,14.84,80.0,90.0,2.0,SE4,1994-08-30,12.910817947696733,55.878008545727845
2038,0885-V-019-002,28.14,80.0,90.0,2.0,SE4,1994-08-30,16.68756466299588,56.83907968759253
2039,1282-V-010-002,15.73,80.0,90.0,2.0,SE4,1994-08-30,12.896924682958057,55.8754792256049
2040,1282-V-010-001,13.57,80.0,90.0,2.0,SE4,1994-08-30,12.903881399161362,55.876712889899686
2041,1081-V-002-003,42.85,105.0,90.0,2.0,SE4,1994-08-31,15.16300964810572,56.198233935657264
2042,1081-V-002-001,47.68,105.0,90.0,2.0,SE4,1994-08-31,15.164767230941875,56.203590330148366
2043,1081-V-002-008,53.27,105.0,90.0,2.0,SE4,1994-08-31,15.155958840660647,56.20518790149509
2044,1081-V-002-007,34.98,105.0,90.0,2.0,SE4,1994-08-31,15.147483547583313,56.1957756325488
2045,1081-V-002-006,49.78,105.0,90.0,2.0,SE4,1994-08-31,15.174703149902825,56.20635223690127
2046,1081-V-002-005,48.42,105.0,90.0,2.0,SE4,1994-08-31,15.15664731495411,56.20068293154738
2047,1081-V-002-004,50.9,105.0,90.0,2.0,SE4,1994-08-31,15.148631539482052,56.203675101858614
2048,1081-V-002-002,43.17,105.0,90.0,2.0,SE4,1994-08-31,15.17081961364303,56.19969733059935
2049,0580-V-012-001,68.38,105.0,90.0,2.0,SE3,1994-09-01,15.336951098926896,58.438134430087416
2050,0580-V-013-001,68.5,105.0,90.0,2.0,SE3,1994-09-01,15.340613538816504,58.43428964969641
2051,0580-V-014-001,69.16,105.0,90.0,2.0,SE3,1994-09-01,15.344275269020521,58.430453744483124
2052,2083-V-001-007,253.41,95.0,100.0,1.8,SE3,1994-09-07,16.302108716258633,60.367694296974484
2053,2083-V-001-006,229.3,95.0,100.0,1.8,SE3,1994-09-07,16.285131719500004,60.3661800845998
2054,2083-V-001-005,253.32,95.0,100.0,1.8,SE3,1994-09-07,16.275936958992794,60.34014598683807
2055,2083-V-001-004,255.88,95.0,100.0,1.8,SE3,1994-09-07,16.272194899825845,60.34361216482274
2056,2083-V-001-003,265.51,95.0,100.0,1.8,SE3,1994-09-07,16.2396803208173,60.34956751231598
2057,2083-V-001-002,263.23,95.0,100.0,1.8,SE3,1994-09-07,16.22337176769766,60.34863193173284
2058,2083-V-001-001,262.83,95.0,100.0,1.8,SE3,1994-09-07,16.210553565175555,60.34014653444742
2059,1230-V-011-001,15.0,37.0,14.0,0.04,SE4,1994-09-15,13.129485322324946,55.688796356914416
2060,2132-V-007-004,299.92,105.0,90.0,2.0,SE2,1994-09-26,16.961381907621032,62.045053710362524
2061,2132-V-007-001,305.54,105.0,90.0,2.0,SE2,1994-09-26,16.945013006996778,62.04845610435547
2062,2132-V-007-002,303.76,105.0,90.0,2.0,SE2,1994-09-26,16.94801555332904,62.04565405326478
2063,2132-V-007-003,296.18,105.0,90.0,2.0,SE2,1994-09-26,16.956857755190708,62.04774769888148
2064,2523-V-004-023,646.79,80.0,100.0,2.6,SE1,1994-10-01,20.17185881104627,67.61596289620697
2065,2523-V-004-005,626.97,80.0,100.0,2.6,SE1,1994-10-01,20.136521690033852,67.62869045283563
2066,2523-V-004-006,667.54,80.0,100.0,2.6,SE1,1994-10-01,20.167098691070255,67.62825894607872
2067,2523-V-004-022,655.8,80.0,100.0,2.6,SE1,1994-10-01,20.14102704018806,67.61991204343411
2068,2523-V-004-021,694.66,80.0,100.0,2.6,SE1,1994-10-01,20.16209780502852,67.62365047033991
